species,accession,sequence_length,sequence_sha256
M. perniciosa,OP937982.1,698,3f9557369e42b1841f8cfc569317150e263410d61b793eda6d72feface141c65
M. perniciosa,OR225508.1,914,fe39b746b07fed724baeb1d3f919c9feb36518a00e02ad614d87aadf07eafdfa
M. perniciosa,OR225509.1,913,5cddf7fd46aa96e8131b49390e19029359f0978024a7bfed6c7ca5eb9fa9c62e
M. perniciosa,OR225510.1,911,3f66768067dc60ddc07e40db8f8ca62d413b0218228e8de22a20f821f470aa14
M. perniciosa,OR225511.1,914,f1fed60b537ea71d5d3ac2b21d6afc88ee0537dce087be8675d9ed5af7d708c2
M. perniciosa,OR225512.1,875,159a41568fe38ca54ccda54a192c2f931fd8844685a7c7e634afc5f90d5b551e
M. perniciosa,OR225513.1,914,feea2c3322398db3fd8f0a4e7c90073fb6b90538a8f71d970d7a5f89ee9f1797
M. perniciosa,OR225514.1,874,d2280a64ba22e07f99fe83fdfe2fc311c4553cb2230b9abb29e02ff5363ac335
M. perniciosa,OR225515.1,871,db04816808f6bd9213657016c551bd3e4584df3094cfc7029a616ddf1046e60a
M. perniciosa,OR228890.1,678,2fe7074d1e843e1cb35018f2c4941d69a1eaed63cbff0b5c49819ddc94df8de3
M. perniciosa,OR228891.1,678,2fe7074d1e843e1cb35018f2c4941d69a1eaed63cbff0b5c49819ddc94df8de3
M. perniciosa,OR228892.1,678,88ac613b7be9904f819de3e6a34728c0eb8000843f4b932ef6a4b632f990524c
M. perniciosa,OR228893.1,680,07e4bfe0f318b13663ee3ad6ab998507c5170c99fe19b6cb796afc5ee3280b68
M. perniciosa,OR228894.1,679,b99f833e93320182cafe10e7737043aedebe3e9547673f9b2546fd7fcb4689df
M. perniciosa,OR228895.1,680,07e4bfe0f318b13663ee3ad6ab998507c5170c99fe19b6cb796afc5ee3280b68
M. perniciosa,OR228896.1,680,07e4bfe0f318b13663ee3ad6ab998507c5170c99fe19b6cb796afc5ee3280b68
M. perniciosa,OR228897.1,680,07e4bfe0f318b13663ee3ad6ab998507c5170c99fe19b6cb796afc5ee3280b68
M. perniciosa,OR228898.1,680,07e4bfe0f318b13663ee3ad6ab998507c5170c99fe19b6cb796afc5ee3280b68
M. perniciosa,OR228899.1,680,07e4bfe0f318b13663ee3ad6ab998507c5170c99fe19b6cb796afc5ee3280b68
M. perniciosa,OR228900.1,677,9c1af25ee4269eb03aefce5237b153941f7122a37e96c5c7c0f83b948c87f4f7
M. perniciosa,OR228901.1,677,75cc774197247ba2023a72e0c02e884ccd6eac8ef793f7bfe14c418b1f6aef82
M. perniciosa,OR228902.1,677,876ef1479b1226f1bf967588f6d308a7524a21125f6c514e6fa43881c317b607
M. perniciosa,PP267399.1,702,c03a0e08838bf78a98bd511317dcab7598951d1a63b178fb75d56f87b010005d
M. perniciosa,PP267400.1,677,8002b7064d08146798e41935ab0a15d159622c25c3c46f7856f13c2da98cff63
M. perniciosa,PP267401.1,681,2aff8d10a72cfd4d700a6f06a2154229663a792ad86194991a086e045b9a0ba5
M. perniciosa,PP267402.1,712,187d7d13034c160d1295b87c30c11ede03a92e0b03fb3aeefa67e012e7c47dda
M. perniciosa,PP267403.1,712,187d7d13034c160d1295b87c30c11ede03a92e0b03fb3aeefa67e012e7c47dda
M. perniciosa,PP267404.1,712,187d7d13034c160d1295b87c30c11ede03a92e0b03fb3aeefa67e012e7c47dda
M. perniciosa,PP267405.1,674,f8319be6d4e2ffbf8e18dfd941876101dbef2dcf0e24bde08a669962aea5a734
M. perniciosa,PP267406.1,712,187d7d13034c160d1295b87c30c11ede03a92e0b03fb3aeefa67e012e7c47dda
M. perniciosa,PP267407.1,712,187d7d13034c160d1295b87c30c11ede03a92e0b03fb3aeefa67e012e7c47dda
M. perniciosa,PP267408.1,712,187d7d13034c160d1295b87c30c11ede03a92e0b03fb3aeefa67e012e7c47dda
M. perniciosa,PP267409.1,697,b074dfb18bc5eb09b61c218981423db6cbb45574015d090b9356308d549cfa72
M. perniciosa,PP267410.1,678,5e4c7ebb2bbd6d3c2a109dde9ef755cfc1186b897227c7b6b8d2f1542a1a19b5
M. perniciosa,PP267411.1,643,d9bcfce52e5e1ef1595a42cc4e5a55f007af607a096f5e026415e678d5424b43
M. perniciosa,PP267412.1,626,63b5211e55cd4c564ea0a3d0a71ba4e2edccee7f5355360401ba39981c3a9741
M. perniciosa,PP267413.1,681,2aff8d10a72cfd4d700a6f06a2154229663a792ad86194991a086e045b9a0ba5
M. perniciosa,PP267414.1,670,9e69119db9ec32fdc5fed674469d643bf1f7defffffd40c1f383293aff549115
M. perniciosa,PP267415.1,712,187d7d13034c160d1295b87c30c11ede03a92e0b03fb3aeefa67e012e7c47dda
M. perniciosa,PP267416.1,712,187d7d13034c160d1295b87c30c11ede03a92e0b03fb3aeefa67e012e7c47dda
M. perniciosa,PP267417.1,712,187d7d13034c160d1295b87c30c11ede03a92e0b03fb3aeefa67e012e7c47dda
M. perniciosa,PP267418.1,712,187d7d13034c160d1295b87c30c11ede03a92e0b03fb3aeefa67e012e7c47dda
M. perniciosa,PP267419.1,712,187d7d13034c160d1295b87c30c11ede03a92e0b03fb3aeefa67e012e7c47dda
M. perniciosa,PP267420.1,712,187d7d13034c160d1295b87c30c11ede03a92e0b03fb3aeefa67e012e7c47dda
M. perniciosa,PP267421.1,712,187d7d13034c160d1295b87c30c11ede03a92e0b03fb3aeefa67e012e7c47dda
M. perniciosa,PP267422.1,712,187d7d13034c160d1295b87c30c11ede03a92e0b03fb3aeefa67e012e7c47dda
M. perniciosa,PP267423.1,712,187d7d13034c160d1295b87c30c11ede03a92e0b03fb3aeefa67e012e7c47dda
M. perniciosa,PP267424.1,712,187d7d13034c160d1295b87c30c11ede03a92e0b03fb3aeefa67e012e7c47dda
M. perniciosa,PP267425.1,712,187d7d13034c160d1295b87c30c11ede03a92e0b03fb3aeefa67e012e7c47dda
M. perniciosa,PP267426.1,712,187d7d13034c160d1295b87c30c11ede03a92e0b03fb3aeefa67e012e7c47dda
M. perniciosa,PP267427.1,712,187d7d13034c160d1295b87c30c11ede03a92e0b03fb3aeefa67e012e7c47dda
M. perniciosa,PP267428.1,712,187d7d13034c160d1295b87c30c11ede03a92e0b03fb3aeefa67e012e7c47dda
M. perniciosa,PP267429.1,712,187d7d13034c160d1295b87c30c11ede03a92e0b03fb3aeefa67e012e7c47dda
M. perniciosa,PP267430.1,712,187d7d13034c160d1295b87c30c11ede03a92e0b03fb3aeefa67e012e7c47dda
M. perniciosa,PP267431.1,712,187d7d13034c160d1295b87c30c11ede03a92e0b03fb3aeefa67e012e7c47dda
M. perniciosa,PP267432.1,712,187d7d13034c160d1295b87c30c11ede03a92e0b03fb3aeefa67e012e7c47dda
M. perniciosa,PP267433.1,712,187d7d13034c160d1295b87c30c11ede03a92e0b03fb3aeefa67e012e7c47dda
M. perniciosa,PP267434.1,712,187d7d13034c160d1295b87c30c11ede03a92e0b03fb3aeefa67e012e7c47dda
M. perniciosa,PP267435.1,712,187d7d13034c160d1295b87c30c11ede03a92e0b03fb3aeefa67e012e7c47dda
M. perniciosa,PP267436.1,712,187d7d13034c160d1295b87c30c11ede03a92e0b03fb3aeefa67e012e7c47dda
M. perniciosa,PP267437.1,712,187d7d13034c160d1295b87c30c11ede03a92e0b03fb3aeefa67e012e7c47dda
M. perniciosa,PP267438.1,712,187d7d13034c160d1295b87c30c11ede03a92e0b03fb3aeefa67e012e7c47dda
M. perniciosa,PP267439.1,712,187d7d13034c160d1295b87c30c11ede03a92e0b03fb3aeefa67e012e7c47dda
M. perniciosa,PP267440.1,712,187d7d13034c160d1295b87c30c11ede03a92e0b03fb3aeefa67e012e7c47dda
M. perniciosa,PP267441.1,712,187d7d13034c160d1295b87c30c11ede03a92e0b03fb3aeefa67e012e7c47dda
M. perniciosa,PP267442.1,712,187d7d13034c160d1295b87c30c11ede03a92e0b03fb3aeefa67e012e7c47dda
M. perniciosa,PP267459.1,1026,a203119474229282f4274e9f8f14de7e4fd0733486a8dec6706c78dc8fee5f2b
M. perniciosa,PP267460.1,1072,a78b2a99155483d90a44d61be090f987837506be7c43a515183b88fa9c21d94e
M. perniciosa,PP267461.1,1640,f02da9def8afaac473643991dd5d14e45825b23b6ebcedda696775ec9b4346f2
M. perniciosa,PP267462.1,1658,621b998a013d094f46675d2b922624892edd5e98dd5a34534b0a8ae10c42b5d0
M. perniciosa,PP267463.1,1658,b35ae2141b54fe696d1e13722fb42a671c6242e1e5e8e07be2b5d043996401ff
M. perniciosa,PP267464.1,1658,621b998a013d094f46675d2b922624892edd5e98dd5a34534b0a8ae10c42b5d0
M. perniciosa,PP267465.1,1658,621b998a013d094f46675d2b922624892edd5e98dd5a34534b0a8ae10c42b5d0
M. perniciosa,PP267466.1,1658,621b998a013d094f46675d2b922624892edd5e98dd5a34534b0a8ae10c42b5d0
M. perniciosa,PP267467.1,1658,621b998a013d094f46675d2b922624892edd5e98dd5a34534b0a8ae10c42b5d0
M. perniciosa,PP267468.1,1658,b35ae2141b54fe696d1e13722fb42a671c6242e1e5e8e07be2b5d043996401ff
M. perniciosa,PP267469.1,1658,621b998a013d094f46675d2b922624892edd5e98dd5a34534b0a8ae10c42b5d0
M. perniciosa,PP267470.1,1658,621b998a013d094f46675d2b922624892edd5e98dd5a34534b0a8ae10c42b5d0
M. perniciosa,PP267471.1,1658,621b998a013d094f46675d2b922624892edd5e98dd5a34534b0a8ae10c42b5d0
M. perniciosa,PP267472.1,1658,621b998a013d094f46675d2b922624892edd5e98dd5a34534b0a8ae10c42b5d0
M. perniciosa,PP267473.1,1658,b35ae2141b54fe696d1e13722fb42a671c6242e1e5e8e07be2b5d043996401ff
M. perniciosa,PP267474.1,1640,f02da9def8afaac473643991dd5d14e45825b23b6ebcedda696775ec9b4346f2
M. perniciosa,PP267475.1,1658,621b998a013d094f46675d2b922624892edd5e98dd5a34534b0a8ae10c42b5d0
M. perniciosa,PP267476.1,1658,621b998a013d094f46675d2b922624892edd5e98dd5a34534b0a8ae10c42b5d0
M. perniciosa,PP267477.1,1658,621b998a013d094f46675d2b922624892edd5e98dd5a34534b0a8ae10c42b5d0
M. perniciosa,PP267478.1,1657,4dcaf59546d949b2b2f6dd5f2c26a37f62a9d30115da5dcee4668c836631ba35
M. perniciosa,PP267479.1,1658,621b998a013d094f46675d2b922624892edd5e98dd5a34534b0a8ae10c42b5d0
M. perniciosa,PP267480.1,1658,621b998a013d094f46675d2b922624892edd5e98dd5a34534b0a8ae10c42b5d0
M. perniciosa,PP267481.1,1655,7a9820d7bd9a7792317f4dd4ff7093d0e2902ff54f01c4b0e4fd2630c01a9b0f
M. perniciosa,PP267482.1,1654,68bf44fb467d37685add67c6641bb235bcf6ed34a17924c82bbe6fa330859ded
M. perniciosa,PP267483.1,1658,621b998a013d094f46675d2b922624892edd5e98dd5a34534b0a8ae10c42b5d0
M. perniciosa,PP267484.1,1658,621b998a013d094f46675d2b922624892edd5e98dd5a34534b0a8ae10c42b5d0
M. perniciosa,PP267485.1,1607,a87d9c0c9d063320fd7402dbfb80fb5324295cd0074e95b6b839bf3fc5389b25
M. perniciosa,PP267486.1,1658,621b998a013d094f46675d2b922624892edd5e98dd5a34534b0a8ae10c42b5d0
M. perniciosa,PP267487.1,1658,621b998a013d094f46675d2b922624892edd5e98dd5a34534b0a8ae10c42b5d0
M. perniciosa,PP267488.1,1637,1d135879b423bb56df929747cd75123c2c6b30d60f29621a12625e0c2374a43c
M. perniciosa,PP267489.1,1645,1305e1875f40b42840305054d18d2a461b83fa66bad9dcbe3cfba1be9d836d37
M. perniciosa,PP267490.1,1651,6092de5efb479648d3a35be5f2b5a461f6b93abd2b9fb28ec9aa7dbe2ddd54b3
M. perniciosa,PP267491.1,1657,4dcaf59546d949b2b2f6dd5f2c26a37f62a9d30115da5dcee4668c836631ba35
M. perniciosa,PP267492.1,1652,5e00fa5255e5d303f984d46cf4146f1170a17ee0f0f627b613c05e3be4d0f2a7
M. perniciosa,PP267493.1,1652,5e00fa5255e5d303f984d46cf4146f1170a17ee0f0f627b613c05e3be4d0f2a7
M. perniciosa,PP267494.1,1202,33e343302045f3d932aba63d749a2f4f68a0076d6ddaeb66f661500fdd61ad51
M. perniciosa,PP267495.1,1657,4dcaf59546d949b2b2f6dd5f2c26a37f62a9d30115da5dcee4668c836631ba35
M. perniciosa,PP267496.1,1658,621b998a013d094f46675d2b922624892edd5e98dd5a34534b0a8ae10c42b5d0
M. perniciosa,PP267497.1,1652,5e00fa5255e5d303f984d46cf4146f1170a17ee0f0f627b613c05e3be4d0f2a7
M. perniciosa,PP267498.1,1123,75ac9e9d9210b8acd46ce048fb32ed537f2581466aae9770823dd81fe00299b3
M. perniciosa,PP267499.1,1657,4dcaf59546d949b2b2f6dd5f2c26a37f62a9d30115da5dcee4668c836631ba35
M. perniciosa,PP267500.1,1642,e7fa4eea18bcdfd049f81b46cb5c61f1bd23818a0d220d678e42246e3fb9aded
M. perniciosa,PP267501.1,1511,900f4443bae01e2f2815835a6f199c8588e074fe6a19dda0f4e1010295d256ab
M. perniciosa,PP267502.1,1651,6092de5efb479648d3a35be5f2b5a461f6b93abd2b9fb28ec9aa7dbe2ddd54b3
M. perniciosa,PP267507.1,872,2ae3e327f5119388da9eadab5da28c94e4a06e001dc75f13d641210835ab5b63
M. perniciosa,PP267508.1,872,2ae3e327f5119388da9eadab5da28c94e4a06e001dc75f13d641210835ab5b63
M. perniciosa,PP267509.1,871,a391903ae395d171277ec3108ef337d889c83d376875ba23904b33611ecb65ae
M. perniciosa,PP267510.1,867,03e5177489a772647c4d617b41e00fdb3459c85b6e61ee8fe0187c45f5a79ccf
M. perniciosa,PP267511.1,869,588cb5461bf62cb01efeabe1667c9c9a7aca0a773872970ada88d0adc1e827f0
M. perniciosa,PP267512.1,872,2ae3e327f5119388da9eadab5da28c94e4a06e001dc75f13d641210835ab5b63
M. perniciosa,PP267513.1,872,2ae3e327f5119388da9eadab5da28c94e4a06e001dc75f13d641210835ab5b63
M. perniciosa,PP267514.1,872,2ae3e327f5119388da9eadab5da28c94e4a06e001dc75f13d641210835ab5b63
M. perniciosa,PP267515.1,871,a391903ae395d171277ec3108ef337d889c83d376875ba23904b33611ecb65ae
M. perniciosa,PP267516.1,872,2ae3e327f5119388da9eadab5da28c94e4a06e001dc75f13d641210835ab5b63
M. perniciosa,PP267517.1,872,2ae3e327f5119388da9eadab5da28c94e4a06e001dc75f13d641210835ab5b63
M. perniciosa,PP267518.1,867,8cb86e319354843850e23b77a3dce867fbff0e4a24306d664bc9ae21f50ba6d4
M. perniciosa,PP267519.1,868,9008d2f12c13817adb615c97087e49d1c24914296c949f5ba3e3eca5bc90d73a
M. perniciosa,PP267520.1,872,2ae3e327f5119388da9eadab5da28c94e4a06e001dc75f13d641210835ab5b63
M. perniciosa,PP267521.1,871,a391903ae395d171277ec3108ef337d889c83d376875ba23904b33611ecb65ae
M. perniciosa,PP267522.1,870,9fa184216db259f23ca258e94314a52bd0633db5785850f4f9e3b4cef5630095
M. perniciosa,PP267523.1,872,2ae3e327f5119388da9eadab5da28c94e4a06e001dc75f13d641210835ab5b63
M. perniciosa,PP267524.1,872,2ae3e327f5119388da9eadab5da28c94e4a06e001dc75f13d641210835ab5b63
M. perniciosa,PP267525.1,872,2ae3e327f5119388da9eadab5da28c94e4a06e001dc75f13d641210835ab5b63
M. perniciosa,PP267526.1,857,d31e57c1dc27e8774d3da6dcd85c5c984a713e938f1f55086cd8f5854b139f4a
M. perniciosa,PP267527.1,868,9008d2f12c13817adb615c97087e49d1c24914296c949f5ba3e3eca5bc90d73a
M. perniciosa,PP267528.1,844,8b7c200587fe059abd48fbb4df333bf0c687aaf99202f40e8e59536a73434270
M. perniciosa,PP267529.1,872,2ae3e327f5119388da9eadab5da28c94e4a06e001dc75f13d641210835ab5b63
M. perniciosa,PP267530.1,871,a391903ae395d171277ec3108ef337d889c83d376875ba23904b33611ecb65ae
M. perniciosa,PP267531.1,862,e44ed9306b6f161c1bcb7b768636189b27c92806b2f6f5397a1629e720cf1699
M. perniciosa,PP267532.1,871,a391903ae395d171277ec3108ef337d889c83d376875ba23904b33611ecb65ae
M. perniciosa,PP267533.1,867,8cb86e319354843850e23b77a3dce867fbff0e4a24306d664bc9ae21f50ba6d4
M. perniciosa,PP267534.1,856,613168fa72ec4061413e5c6556cd16ef224d6014cf6040432cc8830abd3187b4
M. perniciosa,PP267535.1,835,841754fe6d51683f1ab0e182e0d0631ed78557ba482e32e32b50f191214f053c
M. perniciosa,PP267536.1,872,2ae3e327f5119388da9eadab5da28c94e4a06e001dc75f13d641210835ab5b63
M. perniciosa,PP267537.1,872,2ae3e327f5119388da9eadab5da28c94e4a06e001dc75f13d641210835ab5b63
M. perniciosa,PP267538.1,872,2ae3e327f5119388da9eadab5da28c94e4a06e001dc75f13d641210835ab5b63
M. perniciosa,PP267539.1,871,a391903ae395d171277ec3108ef337d889c83d376875ba23904b33611ecb65ae
M. perniciosa,PP267540.1,872,2ae3e327f5119388da9eadab5da28c94e4a06e001dc75f13d641210835ab5b63
M. perniciosa,PP267541.1,872,2ae3e327f5119388da9eadab5da28c94e4a06e001dc75f13d641210835ab5b63
M. perniciosa,PP267542.1,872,2ae3e327f5119388da9eadab5da28c94e4a06e001dc75f13d641210835ab5b63
M. perniciosa,PP267543.1,868,9008d2f12c13817adb615c97087e49d1c24914296c949f5ba3e3eca5bc90d73a
M. perniciosa,PP267544.1,872,2ae3e327f5119388da9eadab5da28c94e4a06e001dc75f13d641210835ab5b63
M. perniciosa,PP267545.1,872,2ae3e327f5119388da9eadab5da28c94e4a06e001dc75f13d641210835ab5b63
M. perniciosa,PP267546.1,873,e8673fcd91ecff37fb1f2b1c72a165403843700e99f2076bb2e2e5bcc526cbb5
M. perniciosa,PP267547.1,872,2ae3e327f5119388da9eadab5da28c94e4a06e001dc75f13d641210835ab5b63
M. perniciosa,PP267548.1,873,e8673fcd91ecff37fb1f2b1c72a165403843700e99f2076bb2e2e5bcc526cbb5
M. perniciosa,PP267549.1,872,2ae3e327f5119388da9eadab5da28c94e4a06e001dc75f13d641210835ab5b63
M. perniciosa,PP267550.1,872,2ae3e327f5119388da9eadab5da28c94e4a06e001dc75f13d641210835ab5b63
M. roreri,AWSO01000151.1,211945,f4251f287232370844a14a484636834b17b6caa7eef233ae601ab5f43b1e6dad
M. roreri,AY194150.1,1417,dcf6c2981aa7fe91c6f9c588633605046d40e6fee76cf08cd1399bb3913bc71d
M. roreri,AY230254.1,794,0bd65cee1f2d0f127314bfec9ef2db42eb4183c743ba42656f521dd86281b70f
M. roreri,AY230255.1,795,39550f12cd90e12039b9d42a21d6d9e652d479049d114b60f22e29b3a86ad9bd
M. roreri,AY916744.1,1046,fd5b9d19f914b16e002b601545bcd1360729f5bc120cfc8bfde949ef3a983f0a
M. roreri,AY916745.1,1779,d3f828464e8b5b5467e8a907be1b9e460addde02fdf76487d5f2fe43b26a6d07
M. roreri,AY916746.1,674,936673c7035f6b3eeba5a5843c3282d17373c1eac668b847cd667fe8f6ba1247
M. roreri,AY916749.1,1046,6b456e19056e50cb6fcfbf71b599f7beda31c2cc5f911cefbacbe682033d9b8f
M. roreri,AY916750.1,1216,f9d20b5926bc34a8cc64bd1bde1722635fa722052c5a1cea4412dc41474d4062
M. roreri,DQ222923.1,816,29889678838b959645ce8f5f85a0e6d4bf0d87281d9416d7706d0e7ec52c8d3f
M. roreri,DQ222924.1,976,0cb1850bb13c5114109210caddde9e664f0284c205203a8b6789a55cb5b93b6d
M. roreri,DQ222925.1,822,c02d9e92528039387ea08e700508a24c2876d556ee9e006792b37e51309fe847
M. roreri,DQ222926.1,978,cdead84f7b8e97a97d777bb734cc180f0e8dc8ba3fafb3c765a4888a8b2d0fae
M. roreri,DQ222927.1,822,c02d9e92528039387ea08e700508a24c2876d556ee9e006792b37e51309fe847
M. roreri,DQ222928.1,976,0cb1850bb13c5114109210caddde9e664f0284c205203a8b6789a55cb5b93b6d
M. roreri,EU047937.1,765,047b3983afca91611f0daf57c5c23278973352e1ac51eec4a5482b41114a3e4f
M. roreri,GU108605.1,852,12465a20880875250c52f11d44916a83a0b6e7cb87515aa6c861671187fec9f2
M. roreri,GU183375.1,595,5bbb473f5f2926fb9f669169f143678a2b1d77108d6b72f5cb1fd0b1bfbb94c2
M. roreri,GU183376.1,970,1fbc8c9a5a5de5691e23136aa8124cc225b77a8f18f50bf84905f3ae7c1299c1
M. roreri,GU183377.1,971,19bf388804390008c29464fddbb284a5fb66d1948f7117402104c3a1933236b5
M. roreri,GU457436.1,680,da277f0e4fde670955e0ad9e2cf10b90e0786b2a467d150ff125244c1f2b37fb
M. roreri,GU457437.1,647,9aec6cc04016892b7e750cdbedc023516653bc1e7eabf832890acaad1f49b902
M. roreri,GU457438.1,667,cea7f3200ed4e46e23267c152555a6b839cd7ea0857066ce349364d1dc0cc770
M. roreri,HQ231236.1,975,0f3d2f8a4404e0465612fc87e24d04a9682f50b999e6b516d6daef58f70d6a51
M. roreri,JF730693.1,1768,5859c932701caf9b734d354c2fca65224e302560575dc74bad4ee09a4a18bef8
M. roreri,JF769489.1,758,ca1409c5283e3e5588f4226ef369d73bcaa7ba4c65cef0de1ea89a931b23a096
M. roreri,JN241966.1,685,da00920dab3812b70bca1b03f6debc5839c0d9b6d0a4fc7a6b9ce470ed82a043
M. roreri,JN241967.1,697,fbea5449513ee1248b17da7a6801eeeaa80e4c13f9c2c7aa24b845517d7e78ae
M. roreri,JX315272.1,705,4c6b59ccc944d14355fadf4f1a79fb7a221a2949d15f7795cd02ebad28a61210
M. roreri,JX315273.1,705,85afbbe9f5ab68c1c6c51f0638ffe71aebe994f6523b1de8cb17b4fe95e6223e
M. roreri,JX315274.1,705,b0f1d2f4388365d8804ea011ea1bf471c3f429d0eaf62a1ffe02b4ae56b4a498
M. roreri,JX315275.1,705,b0f1d2f4388365d8804ea011ea1bf471c3f429d0eaf62a1ffe02b4ae56b4a498
M. roreri,JX315276.1,705,b0f1d2f4388365d8804ea011ea1bf471c3f429d0eaf62a1ffe02b4ae56b4a498
M. roreri,JX315277.1,705,45a0ce2380901a7adf4bc0bd9f1b5b7b10cdb436b13b4b1a4a0f3d9b4f6bd75b
M. roreri,JX315278.1,706,87ba39e20f6ede81a23ef5d109bde043e1b1c3ef6b7fac8befaa84c63e5711d8
M. roreri,JX315279.1,669,3d852105eb0ef4f4aaa9f4d1ef9fe204dbee2e0bea2fa7240d7f9951e4255f9f
M. roreri,JX315280.1,705,85afbbe9f5ab68c1c6c51f0638ffe71aebe994f6523b1de8cb17b4fe95e6223e
M. roreri,JX315281.1,705,85afbbe9f5ab68c1c6c51f0638ffe71aebe994f6523b1de8cb17b4fe95e6223e
M. roreri,JX315282.1,707,09fe2fce8cb8bacf3080efe11a06b3c1b4128954d3c75bb14906a9b604ea37ed
M. roreri,JX315283.1,707,d157010569b410132581ae761f697f4932907fce1cc16692f6acea233cef66ab
M. roreri,JX315284.1,707,09fe2fce8cb8bacf3080efe11a06b3c1b4128954d3c75bb14906a9b604ea37ed
M. roreri,JX315285.1,707,885c5764ade1b0d8517b79d79f076a3dc8d2b5a4490bc99aa769c6caeee0a2f0
M. roreri,JX315286.1,707,6219c65d76941e0f5742abc913b5964a5b80d4bf14321e55df2893eaadceadf7
M. roreri,JX315287.1,706,58b84c40d1a6b29a2e419025781298a120a85f8b237adc6faa1376d100a2089c
M. roreri,JX315288.1,669,ab6335ad0bec35743fc68651761be9d6c4654b12223f3417abbda029033779f5
M. roreri,JX515286.1,665,a43b81b46e0d4fd8205b24e02b95c72de02cea6942a3e1076b7cc6227b6957b7
M. roreri,JX515287.1,765,9de73ea33fe20190c75f3e0a4ac7a36f0c04a17a2565843c866ae4fd8042f817
M. roreri,JX515288.1,738,24f412045b4af00f012b7a1c461436124769751803f3161a152d67519f52cc99
M. roreri,JX515289.1,723,345c2d39c82cc550ac3b137c504f53f20f059f7b32d1914706832fdf18ee9b0d
M. roreri,JX515290.1,741,57c91325fa8b11f3e68f85657aa86c248942dfd86e3e555706d4edd4e24fb320
M. roreri,JX515291.1,739,c614e66d5eb8c6af7103aa2c45f814d2d4de2f280830c696acfbc93047c697da
M. roreri,JX515293.1,958,28b1baa5d9f4ba34c46044f1784a101ed9c940aeeb20c0272f0da3a12b6075a8
M. roreri,JX515294.1,974,42ed254e9bf030ef0b74ec1e671cf9b462ebea45cd9f3afe02281a7e483c82b6
M. roreri,JX515295.1,975,e0a7d746fbf48a21ae7290f81188d262a81d5fae33cf9cb86fb5219efb8f0057
M. roreri,JX515296.1,972,03c5bb1a6469299fe870783c26f97e543f4995ba758cc19f62550ba4ee47dd3d
M. roreri,JX515297.1,976,7bdee2d3f033a9942a60f4bc22abe72f4187d77582613b421aa3d7989dd0dbef
M. roreri,JX515298.1,958,28b1baa5d9f4ba34c46044f1784a101ed9c940aeeb20c0272f0da3a12b6075a8
M. roreri,KF640238.1,717,1db4b59ba897c130e57d022867760b93213c2629b14cbd8bb7ba68095c6d5404
M. roreri,KF640239.1,648,ad9e38281075d03aa1c5b016289882b55d5e12c9aa11b93a58c163a3047b6b69
M. roreri,KF640240.1,704,7c170c80d54c8b134060d6e1514cdd3f3fa106e638dcf9cf18cd964acbde335f
M. roreri,KF640241.1,705,a74ae86e98547660f3666c835df342943d352ef488d66915e2b3c2637003aa65
M. roreri,KF640242.1,712,8a7aa599902c14cb5737c7ff5525743dd31ff19e1b7daa6de3080eb1e4197bde
M. roreri,KF640243.1,398,809e3020d6257a372133beddc2ce4a39c9134fc34c360b2558e8736d214b8e64
M. roreri,KF640244.1,560,a3e59aa51696a04fa9605c912dd3502a5b20386be0dcde5d28909debcac6b352
M. roreri,KF640245.1,390,18aafa6c760f2bf73952fd86bd77045a63f94dd747cdf029488c270709e1d8ea
M. roreri,KF640246.1,712,adbee03c4e9e89c8d5734ae2340a4423836cd429240ba2d5e54a5991c56ceb20
M. roreri,KM998972.1,1737,5a456a0b0f6f4793fa62c7c8c92f76123e5c77de8072843cccdf6c30f4455441
M. roreri,KU674835.1,752,f2a0260f7df047171a4599cc2ad317a8d247ff188bbfb09395e59c98ca4964b5
M. roreri,LATX02000046.1,1365965,0aa9eeef091c613623c6cc945253fc8435ff642084a09eea430c85cd87e5c61d
M. roreri,MF139030.1,589,f7e2acb67aa71b51c6c2c9a78157aab9d396ce68710845514a4eec407dcf9a66
M. roreri,MF139031.1,589,f7e2acb67aa71b51c6c2c9a78157aab9d396ce68710845514a4eec407dcf9a66
M. roreri,MF139032.1,589,f7e2acb67aa71b51c6c2c9a78157aab9d396ce68710845514a4eec407dcf9a66
M. roreri,MF139033.1,589,f7e2acb67aa71b51c6c2c9a78157aab9d396ce68710845514a4eec407dcf9a66
M. roreri,MF139034.1,589,f7e2acb67aa71b51c6c2c9a78157aab9d396ce68710845514a4eec407dcf9a66
M. roreri,MG717343.1,1101,8e0f92177e1a3500424232d939e3b757292c1aea48e2b6e582abf9425d0c053c
M. roreri,MG717369.1,704,d725664607ea35c2fd886b7b8e3c8a1a71bcf3e404a1f5872f3b4d18d5905f86
M. roreri,MH861050.1,791,dab7efcf612199a73df695c774f5641af3e0b7bfa293037e64def65f29bbd75c
M. roreri,MH861051.1,754,21ab6e20fc637542373770dbc60babcc9e65cde908fc6748186b5068636917e5
M. roreri,MH872818.1,951,72766384c3c42f2f0bfdf300afc3a9e3e86ade2b664d4f9930e3ad31ad13e66e
M. roreri,MH872819.1,925,144f0a238a6e8cb014a2eace0a96189500cbe3033f288cb189b9a581bd621402
M. roreri,MK811385.1,551,44578c51fca3a8ccde4cd32e6def1b84d3cf26bbc422c21e5bdd11bb78bcde57
